,Image_path,True_label,Prediction,Scores
17,data/test/drawing/IMP-1980-02-04-a-i0078_3.jpg,0,7,"(9.063229, 1.8335532, 5.710987, 4.6630836, 2.677392, 6.1655035, 2.0873966, 16.467127, 5.3508677, 6.481353)"
18,data/test/drawing/IMP-1930-02-27-a-i0033.jpg,0,5,"(13.716529, 7.7951164, 10.313164, 10.207734, 6.0988436, 16.893116, 2.2338102, 9.008908, 7.883316, 6.8025947)"
19,data/test/drawing/IMP-1913-11-22-a-i0062.jpg,0,7,"(8.072968, 1.6858294, 6.191555, 0.60312223, 4.816658, 8.338103, 6.3344316, 10.951913, 2.833795, 4.2808075)"
20,data/test/drawing/IMP-1920-03-19-a-i0002.jpg,0,7,"(9.074051, 2.6438875, 5.781748, 2.8444219, 2.4968848, 7.5581846, 1.7299044, 13.799002, 7.353168, 7.6002636)"
21,data/test/drawing/IMP-1911-01-14-a-i0027.jpg,0,4,"(7.871488, 3.3052456, 4.952848, 5.769337, 11.113332, 7.225068, 2.269359, 6.2929173, 2.9342217, 5.097904)"
22,data/test/drawing/JDG-1971-07-24-a-i0130.jpg,0,5,"(7.284019, 5.15716, 5.7184095, 6.2224526, 5.8065386, 7.817343, 0.969918, 2.5567398, 3.6630275, 1.7472706)"
23,data/test/drawing/EXP-1974-04-25-a-i0418.jpg,0,4,"(7.5522966, 7.8125057, 2.4164112, 4.5024123, 10.56493, 4.0785375, 0.072021484, 3.5909708, 3.877101, 2.4942331)"
24,data/test/drawing/IMP-1989-08-28-a-i0011.jpg,0,4,"(7.2634697, 5.76837, 3.2537954, 0.94078684, 10.601373, 5.95148, 1.1835555, 3.0372148, 3.1425524, 4.0465875)"
25,data/test/drawing/IMP-1958-03-19-a-i0167.jpg,0,0,"(11.312533, 2.7663326, 5.5874653, 6.439476, 3.094945, 4.808095, 1.8519161, 4.055907, 3.331233, 3.6114564)"
26,data/test/drawing/GDL-1949-09-03-a-i0216.jpg,0,0,"(8.229109, 5.140701, 5.0754724, 3.3117185, 7.5945854, 7.8311453, 1.7634602, 2.8572412, 2.0107343, 2.6029506)"
27,data/test/drawing/EXP-1990-11-26-a-i0245.jpg,0,0,"(10.074666, 3.272637, 4.406642, 4.8627963, 4.410347, 4.5240254, 2.2789865, 9.658634, 5.9293833, 4.865743)"
28,data/test/drawing/IMP-2000-09-15-a-i0197_3.jpg,0,4,"(7.179108, 3.2659457, 3.6422482, 7.7243, 9.358328, 5.1941414, -0.17333412, 5.150877, 6.271982, 4.0830374)"
29,data/test/drawing/LCE-1919-05-03-a-i0022.jpg,0,0,"(8.576519, 3.7511497, 6.8802714, 4.5392814, 4.8381643, 6.9552517, 0.25402665, 4.655324, 2.2559967, 5.2825108)"
30,data/test/drawing/IMP-1976-01-24-a-i0073.jpg,0,5,"(8.407917, 5.5922966, 6.688809, 5.661425, 9.050898, 11.84956, -1.9566945, 3.6854508, 5.4456806, 2.8789954)"
31,data/test/drawing/LCE-1908-02-29-a-i0040.jpg,0,0,"(9.851699, 5.240858, 5.0727777, 9.234186, 5.004561, 8.146739, 0.17892402, 6.3569965, 6.9242125, 6.2576194)"
32,data/test/drawing/GDL-1966-04-22-a-i0067.jpg,0,0,"(15.720903, 3.2858472, 7.618778, 4.0072613, 5.9118357, 7.0960217, 0.9033434, 15.449712, 2.9641726, 6.8916035)"
33,data/test/drawing/LCE-1992-06-12-a-i0032.jpg,0,0,"(11.583809, 5.8177476, 8.552351, 7.067135, 8.916709, 8.66438, 2.6277566, 7.4743347, 7.9894686, 4.5190787)"
34,data/test/drawing/IMP-1955-08-01-a-i0038.jpg,0,4,"(8.789939, 4.368882, 5.811462, 4.558261, 10.2224865, 5.557684, 2.3641539, 4.3371344, 1.6701534, 4.0381804)"
35,data/test/drawing/GDL-1900-03-08-a-i0026.jpg,0,0,"(14.842937, 3.8482988, 8.711855, 5.932507, 6.9235973, 10.196127, 2.3784544, 13.402176, 7.5742803, 8.502394)"
36,data/test/drawing/EXP-1988-07-13-a-i0007.jpg,0,7,"(6.478341, 4.0545087, 6.104554, 5.602909, 4.469964, 7.8186736, 2.741872, 12.256161, 8.98696, 5.795479)"
37,data/test/drawing/EXP-1959-06-19-a-i0106_3.jpg,0,0,"(8.961959, 4.2978964, 8.193805, 8.352236, 4.663625, 7.6731434, -0.18627763, 6.3897295, 4.241154, 6.0680904)"
38,data/test/drawing/EXP-1973-09-01-a-i0451_4.jpg,0,4,"(9.836568, 2.6949832, 1.0442145, 4.2388363, 10.684002, 0.76919526, 2.5219004, 2.349343, 3.2633672, 4.084119)"
39,data/test/drawing/EXP-1994-10-24-a-i0110.jpg,0,4,"(7.5484214, 6.467256, 6.2089696, 5.057205, 10.655057, 7.050647, 5.5801916, 1.7724961, 9.936029, 6.393359)"
40,data/test/drawing/JDG-1955-02-10-a-i0014.jpg,0,0,"(13.873855, 1.6357673, 6.5970836, 6.6418843, 5.965378, 8.55876, 1.7409511, 10.446007, 5.4018607, 5.312777)"
41,data/test/drawing/IMP-1904-04-09-a-i0002_3.jpg,0,5,"(8.0682125, 2.4641268, 6.4711323, 10.196708, 5.889289, 14.168877, 3.0209513, 6.671111, 8.515329, 6.465953)"
42,data/test/drawing/GDL-1959-02-03-a-i0097_2.jpg,0,4,"(11.078285, 8.106803, 5.7564487, 5.5963645, 12.653491, 5.4302316, 1.0574666, 2.346576, 8.049159, 6.1640873)"
43,data/test/drawing/EXP-1972-07-08-a-i0361_3.jpg,0,0,"(7.9516816, 5.3723516, 4.276289, 2.2930274, 6.098586, 6.7003374, 1.7607791, 7.22925, 2.6808496, 1.5103359)"
44,data/test/drawing/IMP-1983-10-03-a-i0220.jpg,0,4,"(8.226077, 5.3530865, 3.5219293, 5.7482934, 9.851218, 4.5911064, 2.918394, 4.604945, 4.680995, 2.745376)"
45,data/test/drawing/EXP-1950-01-28-a-i0233.jpg,0,5,"(8.636677, 7.8129206, 7.017936, 4.79684, 8.434938, 17.522202, 2.6531165, 5.4082146, 6.4987288, 2.447548)"
46,data/test/drawing/LCE-1952-09-22-a-i0041_2.jpg,0,0,"(8.376486, 2.4772966, 0.87629294, 2.6842318, 6.556716, 3.5932245, 0.9916579, 1.4617133, 0.21436995, 3.6357605)"
47,data/test/drawing/JDG-1992-04-25-a-i0255_3.jpg,0,5,"(12.416588, 4.0627036, 10.097657, 6.021331, 7.4570727, 16.220768, 1.5540532, 8.413248, 5.9378204, 5.3932643)"
48,data/test/drawing/JDG-1956-12-12-a-i0230_2.jpg,0,7,"(8.179716, 1.0857695, 6.5560784, 11.284396, 1.4836632, 8.93161, 0.70656514, 11.748526, 9.475027, 6.1870604)"
49,data/test/drawing/IMP-1989-05-31-a-i0100.jpg,0,0,"(13.124487, 3.6448615, 5.684353, 7.7720084, 9.261286, 7.7523327, -0.87855875, 4.2158885, 7.6935587, 3.8483136)"
50,data/test/drawing/JDG-1994-06-10-a-i0250.jpg,0,3,"(7.843363, 6.3037987, 6.865174, 14.609564, 3.4982734, 12.435673, 1.0145918, 9.496222, 9.509805, 3.9009354)"
51,data/test/drawing/EXP-1974-05-25-a-i0325_8.jpg,0,0,"(10.87967, 4.8489375, 5.551281, 5.9392653, 8.155226, 8.110094, -0.9794548, 1.5657291, 4.280579, 3.3755696)"
52,data/test/drawing/IMP-1981-02-18-a-i0085_13.jpg,0,0,"(13.39011, 3.7754724, 6.4443655, 5.212048, 6.490644, 11.451611, -2.5822043, 4.7821126, 5.5504794, 3.1603336)"
53,data/test/drawing/EXP-1906-03-31-a-i0134.jpg,0,4,"(7.470111, 2.6726024, 4.9444113, 1.0250151, 8.685494, 7.8469214, 0.11077583, 4.569709, 3.289998, 4.948123)"
54,data/test/drawing/IMP-1923-12-21-a-i0030.jpg,0,0,"(11.114467, 3.5825903, 8.229903, 9.654362, 6.0143147, 9.739681, 3.0749862, 8.94592, 7.4606657, 6.193161)"
55,data/test/drawing/IMP-1951-08-20-a-i0080.jpg,0,4,"(5.454819, 3.3281298, 4.0163426, 4.585096, 10.379726, 8.757818, 1.2339885, 2.5017292, 5.3181562, 2.8281202)"
56,data/test/drawing/IMP-1981-02-18-a-i0085_4.jpg,0,5,"(13.126562, 7.9596777, 11.841736, 6.677472, 4.5862527, 14.090719, 2.0472941, 10.546181, 6.3985653, 5.984888)"
57,data/test/drawing/EXP-1979-08-17-a-i0337.jpg,0,4,"(8.607609, 6.7743444, 4.2599626, 7.495874, 10.784876, 5.4257574, 6.5006027, 4.5472264, 5.6867847, 5.585436)"
58,data/test/drawing/EXP-1974-05-25-a-i0325_4.jpg,0,0,"(11.461088, 3.242337, 9.735104, 5.363435, 9.340738, 9.29027, 0.10789478, 4.5103827, 5.943905, 4.732109)"
59,data/test/drawing/IMP-1981-02-18-a-i0085_5.jpg,0,0,"(9.931994, 1.6423037, 2.2296135, 2.956911, 5.3397374, 6.48365, -1.0531746, 5.4684286, 2.464009, 3.7543836)"
60,data/test/drawing/GDL-1979-06-15-a-i0026_2.jpg,0,0,"(15.451121, 4.342881, 6.5937524, 6.1988807, 7.7467074, 10.695616, 1.6647838, 11.3762245, 7.71624, 6.4252477)"
61,data/test/drawing/JDG-1966-05-31-a-i0021.jpg,0,7,"(8.768045, 0.48140946, 6.1604695, 7.5513926, 5.3186016, 5.7564645, 2.725707, 10.832488, 6.1812887, 3.4813356)"
62,data/test/drawing/IMP-1903-01-14-a-i0031.jpg,0,7,"(11.2885475, 4.74566, 7.853964, 6.1976037, 6.5680447, 9.008183, 1.4285166, 14.217051, 8.728068, 6.778607)"
63,data/test/drawing/JDG-1974-01-17-a-i0097.jpg,0,5,"(6.90328, 1.8499382, 4.7602367, 4.233784, 6.831655, 8.02565, 0.3161819, 2.2102027, 2.7282965, 1.8089935)"
64,data/test/drawing/EXP-1924-06-06-a-i0046.jpg,0,5,"(8.143257, 4.5552206, 7.291295, 4.2039857, 7.7409425, 9.492049, 2.8086214, 8.953968, 4.1008687, 5.5866327)"
65,data/test/drawing/IMP-1915-04-08-a-i0038_2.jpg,0,8,"(7.016011, 3.6859727, 11.088398, 7.1683455, 2.1040301, 12.052736, 4.4415455, 10.731959, 12.805996, 6.801964)"
66,data/test/drawing/IMP-1925-01-09-a-i0030.jpg,0,0,"(7.531251, 6.191186, 6.5642185, 5.697333, 6.207943, 7.21689, 1.5776004, 4.9852734, 2.4728656, 2.6415517)"
67,data/test/drawing/IMP-1929-10-16-a-i0005.jpg,0,0,"(12.439326, 5.317782, 7.20323, 5.909886, 7.300172, 7.752289, -1.213574, 9.173012, 4.4433613, 3.937995)"
68,data/test/drawing/EXP-1969-05-13-a-i0056.jpg,0,5,"(11.030747, 4.890753, 9.111257, 11.132366, 4.9155855, 14.646391, 4.6948137, 8.9003, 12.184109, 6.7789664)"
69,data/test/drawing/IMP-1906-12-16-a-i0013.jpg,0,0,"(11.105489, 3.1794004, 7.931497, 8.458284, 2.1618755, 7.766199, -0.0062202513, 6.1397533, 4.778002, 5.4992495)"
70,data/test/drawing/EXP-1966-11-25-a-i0334.jpg,0,0,"(11.0238495, -2.0336199, 8.313459, 7.8196, 7.4205494, 7.054018, -1.1104965, 7.594557, 3.2157164, 3.5374978)"
71,data/test/drawing/EXP-1974-05-25-a-i0325_2.jpg,0,0,"(9.531873, 3.9840603, 5.1519513, 4.935093, 7.6145644, 7.7333527, 1.8760254, 0.6240207, 2.810256, 2.338421)"
72,data/test/drawing/IMP-1981-02-18-a-i0085.jpg,0,0,"(13.220795, 1.846733, 6.3692036, 10.395294, 5.232729, 8.543047, -0.79105973, 6.800803, 5.3534603, 5.4781113)"
73,data/test/drawing/LCE-1915-02-13-a-i0032.jpg,0,0,"(11.4513855, 6.0398393, 5.9234505, 6.17647, 9.322101, 4.9736023, 2.254009, 8.578051, 7.832691, 6.406379)"
74,data/test/drawing/IMP-1915-05-18-a-i0007.jpg,0,7,"(11.172094, 4.113958, 8.591002, 4.1464686, 4.711273, 10.611902, 3.1540678, 14.345032, 7.3707724, 6.89552)"
75,data/test/drawing/IMP-2001-07-17-a-i0177_2.jpg,0,3,"(12.215132, 9.301493, 8.731234, 13.31023, 4.585023, 9.952769, 5.9114017, 8.975363, 9.393042, 7.1123214)"
76,data/test/drawing/EXP-1932-07-26-a-i0078.jpg,0,1,"(6.1853795, 7.425096, 3.7481828, 7.1530275, 3.082283, 5.207407, 1.9137272, 3.909227, 4.303553, 4.044457)"
77,data/test/drawing/IMP-1937-02-16-a-i0012.jpg,0,0,"(10.979852, 2.3254929, 7.238081, 6.513278, 8.810544, 7.471967, 2.0431764, 7.9120197, 10.644044, 7.8650246)"
78,data/test/drawing/IMP-1984-11-06-a-i0005.jpg,0,4,"(5.2985344, 4.246866, 3.7717242, 1.9019763, 10.20523, 3.2942004, 1.9768119, 1.236727, 0.54136324, 2.3485646)"
79,data/test/drawing/JDG-1977-06-04-a-i0219.jpg,0,4,"(6.6176634, 6.4639688, 8.259147, 3.571164, 10.121014, 7.4914675, 4.697431, 3.0967207, 2.964591, 5.3286643)"
80,data/test/drawing/IMP-2001-07-17-a-i0177.jpg,0,3,"(11.248791, 4.420247, 5.1152287, 12.416704, 7.828885, 9.536946, 1.7079957, 7.5772753, 12.348243, 5.850394)"
81,data/test/drawing/EXP-1972-07-08-a-i0361.jpg,0,0,"(11.008398, 3.5845728, 4.143639, 2.1524813, 10.80224, 7.015256, 1.282253, 7.9032917, 2.8653314, 3.7551541)"
82,data/test/drawing/IMP-1936-06-23-a-i0069.jpg,0,8,"(11.255272, 8.041256, 5.995613, 12.401934, 9.084211, 7.5416126, 1.705144, 4.474341, 12.5109215, 3.9156969)"
83,data/test/drawing/JDG-1968-10-25-a-i0086.jpg,0,0,"(12.251354, 5.910948, 9.887021, 7.0836024, 9.174253, 8.884632, 1.1152513, 6.015931, 6.8223047, 4.8876557)"
84,data/test/drawing/GDL-1975-12-13-a-i0099.jpg,0,0,"(14.362984, 3.0673714, 10.200757, 8.368701, 6.796003, 11.931651, 0.63431704, 10.505283, 6.375893, 6.165672)"
85,data/test/drawing/IMP-1993-09-25-a-i0275.jpg,0,0,"(11.232948, 6.9367666, 7.10048, 7.8783464, 10.232261, 7.502343, 1.5034654, 3.7008424, 7.2471147, 5.4462285)"
86,data/test/drawing/IMP-1904-04-09-a-i0002.jpg,0,5,"(11.117104, 6.0492253, 10.583993, 5.4854198, 5.3854303, 16.71819, 1.1416366, 9.091337, 6.1181293, 5.150489)"
87,data/test/drawing/GDL-1953-05-30-a-i0173.jpg,0,0,"(13.700361, 4.189519, 9.083616, 6.9283266, 4.94716, 8.308001, -0.9843737, 6.2547736, 4.79044, 1.9842964)"
88,data/test/drawing/IMP-1901-05-29-a-i0035.jpg,0,0,"(15.071005, 5.077776, 9.85093, 6.537674, 7.158676, 9.780753, 2.4452431, 12.811109, 5.9390707, 8.545433)"
89,data/test/title/LCE-1942-05-20-a-i0019.jpg,8,8,"(6.7460527, 3.0162635, 5.700093, 14.19525, 4.88025, 5.428629, 6.3361387, 7.293356, 20.06451, 7.729973)"
90,data/test/title/LCE-1911-10-18-a-i0084.jpg,8,8,"(6.801673, 2.589277, 8.572976, 14.099684, 5.8494387, 6.2630167, 5.153798, 10.440757, 19.2934, 8.83573)"
91,data/test/title/LCE-1921-12-09-a-i0059.jpg,8,8,"(6.6775894, 2.5124173, 8.105539, 13.135683, 4.767171, 7.0096207, 4.6086674, 10.481949, 19.058367, 8.097655)"
92,data/test/title/LCE-1901-06-01-a-i0012.jpg,8,8,"(8.6624365, 1.4872774, 8.00105, 8.900239, 5.820565, 7.71854, 3.3918831, 7.837948, 17.535622, 10.5064335)"
93,data/test/title/LCE-1932-07-15-a-i0019.jpg,8,8,"(6.3560863, 1.436357, 7.6516542, 13.373802, 3.8442276, 6.121952, 5.7004747, 10.360849, 19.243362, 9.089746)"
94,data/test/title/LCE-1911-12-06-a-i0016.jpg,8,8,"(7.9210634, 3.509828, 7.032114, 15.183458, 5.515678, 6.9190893, 6.7483244, 7.803174, 19.03646, 9.721554)"
95,data/test/title/LCE-1906-07-25-a-i0010.jpg,8,8,"(2.375329, 2.9548507, 6.0573053, 6.205174, 0.9075631, 2.5496824, 1.5235133, 3.8963678, 12.09304, 12.034397)"
96,data/test/title/LCE-1908-01-22-a-i0011_2.jpg,8,8,"(8.519182, 4.0287895, 7.708084, 15.389841, 6.373361, 6.241763, 7.030817, 7.2174215, 19.203764, 9.919473)"
97,data/test/title/LCE-1942-01-21-a-i0014.jpg,8,8,"(6.7018075, 4.1562743, 6.435099, 11.904636, 3.163158, 6.91411, 9.694535, 7.518112, 18.761353, 8.3922415)"
98,data/test/title/LCE-1906-10-13-a-i0019.jpg,8,8,"(7.2788105, 1.9140837, 6.8525486, 11.879561, 4.99565, 5.2623754, 5.4935746, 9.696684, 18.541622, 9.063108)"
99,data/test/title/LCE-1944-03-31-a-i0017.jpg,8,8,"(7.3221335, 2.4635167, 5.7756715, 13.914809, 4.448433, 5.04735, 5.088286, 7.758607, 20.226978, 7.6773725)"
100,data/test/title/LCE-1910-04-27-a-i0002.jpg,8,8,"(7.2812304, 3.8757408, 7.3445435, 13.0186405, 6.0958133, 6.975811, 6.215281, 6.838345, 13.226898, 10.635197)"
101,data/test/title/LCE-1913-03-01-a-i0008.jpg,8,8,"(9.841699, 1.5701795, 8.70716, 11.577209, 6.396351, 9.20673, 6.1368856, 8.229023, 16.447681, 8.487049)"
102,data/test/title/LCE-1910-04-02-a-i0009.jpg,8,8,"(8.438907, 4.300486, 8.189764, 15.304873, 4.993905, 8.028096, 5.628385, 8.864086, 17.503178, 7.6158133)"
103,data/test/title/LCE-1952-05-02-a-i0002.jpg,8,8,"(7.2520347, 2.1457572, 6.178132, 10.820017, 3.169153, 3.9976597, 2.3879895, 4.277435, 13.1248, 7.7053185)"
104,data/test/title/LCE-1900-03-17-a-i0006.jpg,8,8,"(6.5396585, 1.0773776, 7.5326157, 10.9621525, 4.7613635, 7.5948505, 4.1925545, 8.244629, 15.090176, 7.173609)"
105,data/test/title/LCE-1953-06-26-a-i0014.jpg,8,8,"(8.002503, 5.5667953, 7.492219, 15.217318, 6.259719, 5.9147453, 4.0988207, 8.761401, 18.456043, 8.337579)"
106,data/test/title/LCE-1912-11-23-a-i0020.jpg,8,8,"(5.464887, 2.8557572, 7.505187, 13.196809, 4.8539867, 5.952875, 5.3819404, 9.240654, 19.470976, 8.244679)"
107,data/test/title/LCE-1914-05-15-a-i0014.jpg,8,8,"(7.107152, 3.3863225, 7.932887, 10.304216, 5.573804, 6.748706, 5.9331536, 5.8386145, 11.353334, 10.1455)"
108,data/test/title/LCE-1908-03-07-a-i0008.jpg,8,8,"(7.49879, 1.8393222, 6.998495, 13.460749, 5.6963406, 5.9011703, 6.0974836, 7.731075, 19.39531, 8.13807)"
109,data/test/title/LCE-1905-04-08-a-i0010.jpg,8,8,"(3.5075438, 3.2119913, 6.747674, 6.2785826, 2.522314, 4.0210185, 1.1134167, 4.419061, 12.611663, 11.279055)"
110,data/test/title/LCE-1948-04-05-a-i0009.jpg,8,8,"(3.9302514, 2.325642, 7.3886447, 6.261995, 1.4044982, 3.412996, 1.8495919, 5.185418, 12.454054, 11.813578)"
111,data/test/title/LCE-1931-05-08-a-i0014.jpg,8,8,"(8.1083555, 4.56995, 7.2567167, 12.811419, 4.544854, 8.360575, 10.087917, 8.161275, 18.644873, 8.713255)"
112,data/test/title/LCE-1913-04-09-a-i0015.jpg,8,8,"(7.838892, 2.8296175, 6.425958, 13.46558, 3.75858, 6.340294, 10.936516, 6.264019, 17.165298, 8.329096)"
113,data/test/title/LCE-1900-08-29-a-i0011.jpg,8,8,"(8.416632, 2.386046, 6.740644, 7.956471, 5.064495, 4.795886, 4.1609144, 6.412118, 18.138111, 9.470063)"
114,data/test/title/LCE-1912-10-19-a-i0010.jpg,8,8,"(9.321024, 1.5456016, 7.18406, 13.532729, 5.0917854, 6.221654, 6.574568, 6.029105, 18.57151, 7.7316675)"
115,data/test/title/LCE-1907-01-01-a-i0016.jpg,8,8,"(8.186022, 3.2216113, 6.869906, 14.4534, 6.005886, 8.108706, 7.789475, 7.196832, 19.166851, 9.386493)"
116,data/test/title/LCE-1919-12-12-a-i0013.jpg,8,8,"(9.170008, 0.76497304, 8.116856, 12.56354, 5.352547, 9.114887, 6.115978, 10.926896, 19.861355, 8.8853035)"
117,data/test/title/LCE-1909-08-11-a-i0007_2.jpg,8,8,"(6.9560585, 2.9963813, 5.778885, 14.674082, 4.840922, 5.7136087, 7.8262315, 5.0868816, 16.776348, 7.887555)"
118,data/test/title/LCE-1914-06-19-a-i0015.jpg,8,8,"(8.2445545, 1.982312, 8.2030945, 10.842579, 4.313379, 7.977255, 5.446229, 7.8548975, 15.909862, 6.354242)"
119,data/test/title/LCE-1904-07-02-a-i0002.jpg,8,8,"(11.840465, 0.52352166, 6.9591684, 7.301098, 7.3588614, 8.655615, 5.1733656, 5.9534855, 13.4578, 8.560045)"
120,data/test/title/LCE-1904-06-15-a-i0019.jpg,8,8,"(6.7038164, 3.2161512, 9.098458, 11.737522, 3.9192207, 6.303688, 5.169954, 8.609936, 18.496754, 8.172459)"
121,data/test/title/LCE-1943-01-27-a-i0017.jpg,8,8,"(7.158454, 2.5618858, 5.8034825, 14.432137, 4.6497664, 5.4020433, 5.3966846, 7.7135925, 20.211315, 8.554814)"
122,data/test/title/LCE-1908-08-05-a-i0017.jpg,8,8,"(6.961734, 3.4939818, 5.5590944, 14.360413, 5.2428493, 5.999648, 7.3096733, 7.054238, 18.076706, 9.426691)"
123,data/test/title/LCE-1904-01-20-a-i0002.jpg,8,8,"(6.55933, 3.9584513, 7.587853, 12.083883, 6.4872375, 7.2435217, 5.662477, 6.741107, 15.628896, 10.338284)"
124,data/test/title/LCE-1908-03-28-a-i0012.jpg,8,8,"(7.7020354, 2.0356154, 6.7840557, 12.957501, 6.8534775, 6.8809443, 7.258255, 7.4917564, 19.606295, 10.614031)"
125,data/test/title/LCE-1914-07-10-a-i0015.jpg,8,8,"(8.977674, 1.5650465, 5.80844, 12.946121, 4.6155844, 6.157585, 6.794539, 9.094016, 18.145924, 9.222397)"
126,data/test/title/LCE-1906-06-06-a-i0018.jpg,8,8,"(6.4709697, 1.0379561, 3.7136092, 6.688367, 1.6366303, 4.7023067, 1.8476709, 4.1637015, 10.241964, 7.6908073)"
127,data/test/title/LCE-1912-10-12-a-i0009.jpg,8,8,"(9.194588, 3.879914, 8.267547, 14.881203, 5.8206487, 8.190502, 8.897768, 7.25613, 19.97327, 8.529954)"
128,data/test/title/LCE-1958-06-16-a-i0011.jpg,8,8,"(5.2734137, 4.3612056, 6.194321, 14.589054, 5.8565564, 4.1939955, 3.6333036, 7.568682, 17.495872, 6.2687044)"
129,data/test/title/LCE-1935-06-10-a-i0011.jpg,8,8,"(6.741873, 2.7504458, 6.27616, 14.85417, 4.9785433, 6.250412, 5.537039, 8.394403, 20.075802, 8.108767)"
130,data/test/title/LCE-1914-05-01-a-i0002.jpg,8,8,"(7.83158, 1.2131171, 7.828776, 8.794354, 4.69422, 7.5321093, 2.77763, 7.16796, 14.959087, 8.389225)"
131,data/test/title/LCE-1903-04-15-a-i0005.jpg,8,8,"(4.8386235, 0.5269183, 7.909749, 10.938141, 3.221696, 6.24911, 3.3494186, 4.948862, 15.416496, 5.740445)"
132,data/test/title/LCE-1913-01-08-a-i0015.jpg,8,8,"(9.12081, 1.9147577, 7.7590027, 14.24869, 6.264686, 9.372065, 6.0540833, 9.073122, 18.438389, 8.72009)"
133,data/test/title/LCE-1904-07-27-a-i0010.jpg,8,8,"(3.5460856, 2.5332046, 7.4240828, 6.326501, 1.8010863, 4.772729, 1.4657605, 5.440826, 12.577736, 11.831955)"
134,data/test/title/LCE-1920-12-03-a-i0084.jpg,8,8,"(9.322697, 4.034356, 6.2283335, 13.286582, 4.235627, 6.8476295, 9.982644, 7.8125544, 19.035858, 8.823202)"
135,data/test/title/LCE-1907-12-28-a-i0001.jpg,8,9,"(3.7165418, 2.1594665, 5.787204, 6.512295, 1.3463324, 4.053437, 1.6191278, 3.513298, 10.138244, 11.194443)"
