File Path,Prompt,Class Name,Predicted Text,Prompt ID,Number of Shots
../data/test/title/LCE-1948-09-17-a-i0020.jpg,<image>An image of,title,An image of a logo. An image of a title. An image of a title. An image of a title,1,1
../data/test/title/LCE-1911-10-18-a-i0084.jpg,<image>An image of,title,An image of a letter. An image of a logo. An image of a title. An image of a logo,1,1
../data/test/title/LCE-1908-03-07-a-i0008.jpg,<image>An image of,title,An image of a letter. An image of a title. An image of a title. An image of a title,1,1
../data/test/title/LCE-1933-10-09-a-i0017.jpg,<image>An image of,title,An image of a letter. An image of a logo. An image of a title. An image of a logo,1,1
../data/test/title/LCE-1949-12-19-a-i0016.jpg,<image>An image of,title,An image of a letter. An image of a logo.<|endofchunk|>,1,1
../data/test/title/LCE-1909-05-01-a-i0001.jpg,<image>An image of,title,An image of a letter.<|endofchunk|>,1,1
../data/test/title/LCE-1944-03-31-a-i0017.jpg,<image>An image of,title,An image of a logo. An image of a title. An image of a logo. An image of a logo,1,1
../data/test/title/LCE-1908-08-05-a-i0017.jpg,<image>An image of,title,An image of a logo. An image of a title. An image of a title. An image of a title,1,1
../data/test/title/LCE-1935-06-10-a-i0011.jpg,<image>An image of,title,An image of a logo. An image of a title. An image of a logo. An image of a logo,1,1
../data/test/title/LCE-1906-03-14-a-i0020.jpg,<image>An image of,title,An image of a logo. An image of a title. An image of a title. An image of a title,1,1
../data/test/title/LCE-1943-01-27-a-i0008.jpg,<image>An image of,title,An image of a number.<|endofchunk|>,1,1
../data/test/title/LCE-1900-08-29-a-i0011.jpg,<image>An image of,title,An image of a word.<|endofchunk|>,1,1
../data/test/title/LCE-1915-04-07-a-i0012.jpg,<image>An image of,title,An image of a logo. An image of a title. An image of a title. An image of a title,1,1
../data/test/title/LCE-1908-01-22-a-i0011_2.jpg,<image>An image of,title,An image of a letter. An image of a title. An image of a title. An image of a title,1,1
../data/test/title/LCE-1911-10-18-a-i0002.jpg,<image>An image of,title,An image of a logo. An image of a title. An image of a title. An image of a title,1,1
../data/test/title/LCE-1919-12-12-a-i0013.jpg,<image>An image of,title,An image of a word.<|endofchunk|>,1,1
../data/test/title/LCE-1958-06-16-a-i0011.jpg,<image>An image of,title,An image of a word.<|endofchunk|>,1,1
../data/test/title/LCE-1903-04-15-a-i0005.jpg,<image>An image of,title,An image of a letter. An image of a logo. An image of a title. An image of a logo,1,1
../data/test/title/LCE-1906-07-25-a-i0010.jpg,<image>An image of,title,An image of a number.<|endofchunk|>,1,1
../data/test/title/LCE-1912-10-12-a-i0009.jpg,<image>An image of,title,An image of a letter. An image of a title. An image of a title. An image of a title,1,1
../data/test/title/LCE-1915-12-08-a-i0013.jpg,<image>An image of,title,An image of a logo. An image of a title. An image of a logo. An image of a logo,1,1
../data/test/title/LCE-1932-07-15-a-i0019.jpg,<image>An image of,title,An image of a letter.<|endofchunk|>,1,1
../data/test/title/LCE-1900-03-17-a-i0006.jpg,<image>An image of,title,An image of a letter. An image of a logo. An image of a title. An image of a logo,1,1
../data/test/title/LCE-1914-05-11-a-i0016.jpg,<image>An image of,title,An image of a letter.<|endofchunk|>,1,1
../data/test/title/LCE-1907-12-28-a-i0001.jpg,<image>An image of,title,An image of a letter.<|endofchunk|>,1,1
../data/test/title/LCE-1933-09-15-a-i0015.jpg,<image>An image of,title,An image of a capital letter. An image of a title. An image of a title. An image of a,1,1
../data/test/title/LCE-1919-07-12-a-i0020.jpg,<image>An image of,title,An image of a number.<|endofchunk|>,1,1
../data/test/title/LCE-1905-04-08-a-i0010.jpg,<image>An image of,title,An image of a number.<|endofchunk|>,1,1
../data/test/title/LCE-1950-02-24-a-i0001.jpg,<image>An image of,title,An image of a title. An image of a title. An image of a title. An image of a title,1,1
../data/test/title/LCE-1914-05-01-a-i0002.jpg,<image>An image of,title,An image of a letter.<|endofchunk|>,1,1
../data/test/title/LCE-1920-12-03-a-i0084.jpg,<image>An image of,title,An image of a capital letter. An image of a title. An image of a title. An image of a,1,1
../data/test/title/LCE-1941-08-18-a-i0015.jpg,<image>An image of,title,An image of a letter.<|endofchunk|>,1,1
../data/test/title/LCE-1942-05-20-a-i0019.jpg,<image>An image of,title,An image of a logo. An image of a logo. An image of a logo. An image of a logo,1,1
../data/test/title/LCE-1908-09-26-a-i0010.jpg,<image>An image of,title,An image of a word.<|endofchunk|>,1,1
../data/test/title/LCE-1908-03-28-a-i0012.jpg,<image>An image of,title,An image of a word.<|endofchunk|>,1,1
../data/test/title/LCE-1914-07-10-a-i0015.jpg,<image>An image of,title,An image of a letter. An image of a title. An image of a title. An image of a title,1,1
../data/test/title/LCE-1921-12-09-a-i0059.jpg,<image>An image of,title,An image of a letter. An image of a logo. An image of a title. An image of a logo,1,1
../data/test/title/LCE-1915-04-17-a-i0011.jpg,<image>An image of,title,An image of a letter. An image of a title. An image of a title. An image of a title,1,1
../data/test/title/LCE-1904-01-20-a-i0002.jpg,<image>An image of,title,An image of a letter. An image of a logo. An image of a title. An image of a logo,1,1
../data/test/title/LCE-1914-06-19-a-i0015.jpg,<image>An image of,title,An image of a capital letter. An image of a title. An image of a title. An image of a,1,1
../data/test/title/LCE-1901-02-16-a-i0011.jpg,<image>An image of,title,An image of a word.<|endofchunk|>,1,1
../data/test/title/LCE-1931-05-08-a-i0014.jpg,<image>An image of,title,"An image of a letter D.
An image of a title. An image of a title. An image of",1,1
../data/test/title/LCE-1926-12-24-a-i0057.jpg,<image>An image of,title,An image of a letter. An image of a logo.<|endofchunk|>,1,1
../data/test/title/LCE-1942-01-21-a-i0014.jpg,<image>An image of,title,An image of a capital letter. An image of a title. An image of a title. An image of a,1,1
../data/test/title/LCE-1914-05-15-a-i0014.jpg,<image>An image of,title,An image of a letter. An image of a logo. An image of a title. An image of a logo,1,1
../data/test/title/LCE-1953-06-26-a-i0014.jpg,<image>An image of,title,An image of a capital letter. An image of a title. An image of a title. An image of a,1,1
../data/test/title/LCE-1952-05-02-a-i0002.jpg,<image>An image of,title,An image of a letter. An image of a logo. An image of a title. An image of a logo,1,1
../data/test/title/LCE-1901-06-01-a-i0012.jpg,<image>An image of,title,An image of a word.<|endofchunk|>,1,1
../data/test/title/LCE-1909-08-11-a-i0007_2.jpg,<image>An image of,title,An image of a letter. An image of a title. An image of a title. An image of a title,1,1
../data/test/title/LCE-1910-04-02-a-i0009.jpg,<image>An image of,title,An image of a capital letter. An image of a title. An image of a title. An image of a,1,1
../data/test/title/LCE-1904-03-09-a-i0001.jpg,<image>An image of,title,An image of a letter. An image of a title. An image of a title. An image of a title,1,1
../data/test/title/LCE-1904-07-27-a-i0010.jpg,<image>An image of,title,An image of a number.<|endofchunk|>,1,1
../data/test/title/LCE-1906-06-09-a-i0002.jpg,<image>An image of,title,"An image of a letter C.
An image of a logo. An image of a title. An image of",1,1
../data/test/title/LCE-1906-06-06-a-i0018.jpg,<image>An image of,title,An image of a letter.<|endofchunk|>,1,1
../data/test/title/LCE-1906-10-13-a-i0019.jpg,<image>An image of,title,An image of a letter.<|endofchunk|>,1,1
../data/test/title/LCE-1931-07-10-a-i0012.jpg,<image>An image of,title,An image of a letter.<|endofchunk|>,1,1
../data/test/title/LCE-1933-02-01-a-i0009.jpg,<image>An image of,title,An image of a number.<|endofchunk|>,1,1
../data/test/title/LCE-1913-04-09-a-i0015.jpg,<image>An image of,title,An image of a letter. An image of a logo.<|endofchunk|>,1,1
../data/test/title/LCE-1910-12-31-a-i0018.jpg,<image>An image of,title,An image of a letter. An image of a logo. An image of a title. An image of a logo,1,1
../data/test/title/LCE-1902-02-19-a-i0007.jpg,<image>An image of,title,An image of a letter. An image of a logo. An image of a title. An image of a logo,1,1
../data/test/title/LCE-1948-04-05-a-i0009.jpg,<image>An image of,title,An image of a number.<|endofchunk|>,1,1
../data/test/map/GDL-1991-06-01-a-i0298.jpg,<image>An image of,map,An image of a weather map. An image of a title. An image of a title. An image of a,1,1
../data/test/map/EXP-1992-02-14-a-i0439_3.jpg,<image>An image of,map,An image of a map of Europe. An image of a logo. An image of a title. An image of,1,1
../data/test/map/JDG-1940-03-08-a-i0008.jpg,<image>An image of,map,An image of a map.<|endofchunk|>,1,1
../data/test/map/EXP-1957-07-04-a-i0103_2.jpg,<image>An image of,map,An image of a railway map.<|endofchunk|>,1,1
../data/test/map/EXP-1979-10-23-a-i0132_2.jpg,<image>An image of,map,An image of a map. An image of a title. An image of a title. An image of a title,1,1
../data/test/map/IMP-1960-01-16-a-i0024.jpg,<image>An image of,map,An image of a map.<|endofchunk|>,1,1
../data/test/map/EXP-2003-09-29-a-i0014.jpg,<image>An image of,map,An image of a map of Hong Kong. An image of a title. An image of a title. An image,1,1
../data/test/map/GDL-1907-04-02-a-i0069.jpg,<image>An image of,map,An image of a map of a mine. An image of a title. An image of a title. An image,1,1
../data/test/map/JDG-1959-02-02-a-i0018.jpg,<image>An image of,map,An image of a map of Switzerland. An image of a logo. An image of a logo. An image of,1,1
../data/test/map/GDL-1950-05-17-a-i0056.jpg,<image>An image of,map,An image of a map.<|endofchunk|>,1,1
../data/test/map/EXP-2017-08-02-a-i0209.jpg,<image>An image of,map,An image of a newspaper.<|endofchunk|>,1,1
../data/test/map/GDL-1918-12-02-a-i0002.jpg,<image>An image of,map,An image of a map.<|endofchunk|>,1,1
../data/test/map/EXP-2009-01-31-a-i0302_2.jpg,<image>An image of,map,An image of a map of Switzerland. An image of a logo. An image of a logo. An image of,1,1
../data/test/map/LCE-1998-03-06-a-i0015_2.jpg,<image>An image of,map,An image of a topographic map.<|endofchunk|>,1,1
../data/test/map/GDL-1941-07-15-a-i0121.jpg,<image>An image of,map,An image of a map.<|endofchunk|>,1,1
../data/test/map/JDG-1987-04-10-a-i0203_2.jpg,<image>An image of,map,An image of a map. An image of a logo. An image of a title. An image of a logo,1,1
../data/test/logo/JDG-1925-08-29-a-i0041.jpg,<image>An image of,logo,An image of a symbol. An image of a title. An image of a title. An image of a title,1,1
../data/test/logo/JDG-1977-12-17-a-i0244.jpg,<image>An image of,logo,An image of a flower.<|endofchunk|>,1,1
../data/test/logo/LCE-1977-11-18-a-i0010.jpg,<image>An image of,logo,An image of a logo.<|endofchunk|>,1,1
../data/test/logo/EXP-1979-05-04-a-i0025.jpg,<image>An image of,logo,An image of a badge.<|endofchunk|>,1,1
../data/test/logo/LCE-1952-08-29-a-i0021.jpg,<image>An image of,logo,An image of a label.<|endofchunk|>,1,1
../data/test/logo/LCE-1939-02-22-a-i0036.jpg,<image>An image of,logo,An image of a label.<|endofchunk|>,1,1
../data/test/logo/LCE-1981-02-17-a-i0063_2.jpg,<image>An image of,logo,An image of a stamp. An image of a title. An image of a title. An image of a title,1,1
../data/test/logo/IMP-1979-12-27-a-i0050.jpg,<image>An image of,logo,An image of a title page. An image of a title page. An image of a title page. An image,1,1
../data/test/logo/JDG-1907-11-03-a-i0012.jpg,<image>An image of,logo,An image of a stamp.<|endofchunk|>,1,1
../data/test/logo/IMP-1973-01-30-a-i0025.jpg,<image>An image of,logo,An image of a word.<|endofchunk|>,1,1
../data/test/logo/LCE-1909-05-26-a-i0023.jpg,<image>An image of,logo,An image of a label.<|endofchunk|>,1,1
../data/test/logo/GDL-1978-02-27-a-i0145.jpg,<image>An image of,logo,An image of a rooster.<|endofchunk|>,1,1
../data/test/logo/JDG-1909-10-12-a-i0099.jpg,<image>An image of,logo,An image of a cross.<|endofchunk|>,1,1
../data/test/logo/IMP-1915-06-08-a-i0031.jpg,<image>An image of,logo,An image of a musical notation. An image of a painting. An image of a photograph. An image of a,1,1
../data/test/logo/LCE-1924-03-03-a-i0033.jpg,<image>An image of,logo,An image of a stamp. An image of a title. An image of a title. An image of a title,1,1
../data/test/logo/EXP-1923-03-21-a-i0023.jpg,<image>An image of,logo,An image of a label.<|endofchunk|>,1,1
../data/test/logo/JDG-1907-12-13-a-i0050.jpg,<image>An image of,logo,An image of a symbol.<|endofchunk|>,1,1
../data/test/logo/LCE-1970-06-23-a-i0095_2.jpg,<image>An image of,logo,An image of a coat of arms. An image of a logo. An image of a title. An image of,1,1
../data/test/logo/IMP-1980-04-03-a-i0263.jpg,<image>An image of,logo,An image of a logo.<|endofchunk|>,1,1
../data/test/logo/LCE-1903-12-23-a-i0048.jpg,<image>An image of,logo,An image of a label.<|endofchunk|>,1,1
../data/test/logo/LCE-1952-05-16-a-i0010.jpg,<image>An image of,logo,An image of a label. An image of a logo. An image of a label. An image of a logo,1,1
../data/test/logo/EXP-1966-11-11-a-i0429.jpg,<image>An image of,logo,An image of a logo. An image of a title. An image of a title. An image of a title,1,1
../data/test/logo/LCE-1908-11-04-a-i0048.jpg,<image>An image of,logo,An image of a coat of arms.<|endofchunk|>,1,1
../data/test/logo/IMP-1915-03-27-a-i0043.jpg,<image>An image of,logo,An image of a musical score. An image of a painting. An image of a painting. An image of a,1,1
../data/test/logo/LCE-1929-06-14-a-i0044.jpg,<image>An image of,logo,An image of a label.<|endofchunk|>,1,1
../data/test/logo/EXP-2003-01-31-a-i0051.jpg,<image>An image of,logo,An image of a service sign. An image of a title. An image of a title. An image of a,1,1
../data/test/logo/LCE-1904-11-26-a-i0031.jpg,<image>An image of,logo,An image of a label.<|endofchunk|>,1,1
../data/test/logo/EXP-2017-10-24-a-i0150.jpg,<image>An image of,logo,An image of a sign. An image of a title. An image of a title. An image of a title,1,1
../data/test/logo/IMP-2016-11-03-a-i0254.jpg,<image>An image of,logo,An image of a logo. An image of a title. An image of a title. An image of a title,1,1
../data/test/logo/LCE-1970-04-14-a-i0026.jpg,<image>An image of,logo,An image of a logo. An image of a title. An image of a title. An image of a title,1,1
../data/test/logo/IMP-2014-01-03-a-i0088.jpg,<image>An image of,logo,An image of a document. An image of a logo. An image of a title. An image of a logo,1,1
../data/test/logo/LCE-1952-05-09-a-i0053_2.jpg,<image>An image of,logo,An image of a poster.<|endofchunk|>,1,1
../data/test/logo/EXP-2005-11-16-a-i0232_2.jpg,<image>An image of,logo,An image of a logo.<|endofchunk|>,1,1
../data/test/logo/GDL-1965-04-27-a-i0119.jpg,<image>An image of,logo,An image of a credit card. An image of a logo. An image of a logo. An image of a,1,1
../data/test/logo/JDG-1982-07-05-a-i0042.jpg,<image>An image of,logo,An image of a flower.<|endofchunk|>,1,1
../data/test/logo/EXP-2016-03-11-a-i0182.jpg,<image>An image of,logo,An image of a label. An image of a logo. An image of a label. An image of a logo,1,1
../data/test/logo/EXP-1906-02-05-a-i0060.jpg,<image>An image of,logo,An image of a label.<|endofchunk|>,1,1
../data/test/logo/LCE-1903-11-04-a-i0027.jpg,<image>An image of,logo,An image of a title card. An image of a title. An image of a title. An image of a,1,1
../data/test/logo/IMP-1963-03-12-a-i0199.jpg,<image>An image of,logo,An image of a crown.<|endofchunk|>,1,1
../data/test/logo/JDG-1970-04-09-a-i0185.jpg,<image>An image of,logo,An image of a stamp.<|endofchunk|>,1,1
../data/test/logo/IMP-1996-03-27-a-i0210_2.jpg,<image>An image of,logo,An image of a seal. An image of a title. An image of a title. An image of a title,1,1
../data/test/logo/LCE-1923-06-22-a-i0016.jpg,<image>An image of,logo,An image of a label.<|endofchunk|>,1,1
../data/test/logo/EXP-1953-05-30-a-i0157.jpg,<image>An image of,logo,An image of a label.<|endofchunk|>,1,1
../data/test/logo/LCE-1975-02-14-a-i0004.jpg,<image>An image of,logo,An image of a title. An image of a title. An image of a title. An image of a title,1,1
../data/test/logo/IMP-1990-08-22-a-i0508.jpg,<image>An image of,logo,An image of a badge. An image of a logo.<|endofchunk|>,1,1
../data/test/game/IMP-2002-05-06-a-i0141.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/GDL-1926-07-12-a-i0063_2.jpg,<image>An image of,game,An image of a wordsearch. An image of a painting. An image of a poster. An image of a,1,1
../data/test/game/IMP-2008-10-15-a-i0133_3.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/IMP-1985-07-06-a-i0063.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/EXP-1936-02-14-a-i0035.jpg,<image>An image of,game,An image of a chess board. An image of a painting. An image of a painting. An image of a,1,1
../data/test/game/GDL-1971-03-06-a-i0329.jpg,<image>An image of,game,An image of a chess board. An image of a logo. An image of a logo. An image of a,1,1
../data/test/game/EXP-1939-12-13-a-i0083.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/JDG-1974-09-14-a-i0221.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/JDG-1943-06-09-a-i0074.jpg,<image>An image of,game,An image of a checkerboard. An image of a logo. An image of a logo. An image of,1,1
../data/test/game/EXP-1996-12-30-a-i0048.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/IMP-1958-06-25-a-i0118.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/EXP-1981-09-01-a-i0332_3.jpg,<image>An image of,game,An image of a comic strip.<|endofchunk|>,1,1
../data/test/game/JDG-1942-06-09-a-i0052.jpg,<image>An image of,game,An image of a chess board. An image of a logo. An image of a logo. An image of a,1,1
../data/test/game/GDL-1958-03-15-a-i0317.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/IMP-1973-09-01-a-i0208.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/IMP-1981-10-23-a-i0114.jpg,<image>An image of,game,An image of a wordsearch. An image of a map. An image of a logo. An image of a,1,1
../data/test/game/EXP-2013-08-14-a-i0109.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/EXP-2011-10-25-a-i0292.jpg,<image>An image of,game,An image of a Sudoku puzzle.<|endofchunk|>,1,1
../data/test/game/IMP-1989-07-01-a-i0086_3.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/EXP-1956-03-05-a-i0103.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/IMP-2017-11-18-a-i0260.jpg,<image>An image of,game,An image of a Sudoku puzzle.<|endofchunk|>,1,1
../data/test/game/EXP-2000-11-14-a-i0347_2.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/EXP-2014-07-11-a-i0125.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/EXP-1976-05-15-a-i0373.jpg,<image>An image of,game,An image of a grid. An image of a logo.<|endofchunk|>,1,1
../data/test/game/GDL-1938-09-18-a-i0054.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/IMP-1973-10-31-a-i0019.jpg,<image>An image of,game,An image of a Sudoku puzzle. An image of a title. An image of a title. An image of,1,1
../data/test/game/JDG-1988-01-20-a-i0172.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/EXP-2017-07-07-a-i0104.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,1
../data/test/game/EXP-1967-09-29-a-i0450_2.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/GDL-1964-05-30-a-i0320.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/EXP-1965-10-04-a-i0242.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/JDG-1987-11-06-a-i0201.jpg,<image>An image of,game,An image of a chess board. An image of a logo. An image of a logo. An image of a,1,1
../data/test/game/JDG-1936-02-07-a-i0064.jpg,<image>An image of,game,An image of a wordsearch. An image of a map. An image of a logo. An image of a,1,1
../data/test/game/EXP-1959-02-20-a-i0098.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/GDL-1974-11-02-a-i0180_9.jpg,<image>An image of,game,An image of a diagram.<|endofchunk|>,1,1
../data/test/game/GDL-1915-07-04-a-i0099.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a drawing. An image of a logo. An image of,1,1
../data/test/game/IMP-1967-05-03-a-i0276.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/JDG-1974-05-18-a-i0221_2.jpg,<image>An image of,game,An image of a chess board. An image of a logo. An image of a logo. An image of a,1,1
../data/test/game/JDG-1947-12-27-a-i0052.jpg,<image>An image of,game,An image of a card.<|endofchunk|>,1,1
../data/test/game/EXP-1972-06-12-a-i0345_2.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/GDL-1964-05-30-a-i0320_6.jpg,<image>An image of,game,An image of a chess board. An image of a logo. An image of a title. An image of a,1,1
../data/test/game/GDL-1961-04-08-a-i0326.jpg,<image>An image of,game,An image of a chess board. An image of a logo. An image of a logo. An image of a,1,1
../data/test/game/EXP-1981-09-01-a-i0332.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/game/EXP-2009-03-18-a-i0136.jpg,<image>An image of,game,An image of a wordsearch. An image of a map. An image of a logo. An image of a,1,1
../data/test/game/IMP-1941-10-18-a-i0034.jpg,<image>An image of,game,An image of a crossword puzzle. An image of a painting. An image of a poster. An image of,1,1
../data/test/photo/EXP-1929-08-19-a-i0011.jpg,<image>An image of,photo,An image of a portrait. An image of a title. An image of a title. An image of a title,1,1
../data/test/photo/IMP-1977-11-14-a-i0107.jpg,<image>An image of,photo,An image of a performance. An image of a painting. An image of a photograph. An image of a poster,1,1
../data/test/photo/EXP-2012-03-20-a-i0180.jpg,<image>An image of,photo,An image of a politician. An image of a postcard. An image of a poster. An image of a,1,1
../data/test/photo/IMP-1915-05-01-a-i0007.jpg,<image>An image of,photo,An image of a ship.<|endofchunk|>,1,1
../data/test/photo/GDL-1928-01-12-a-i0003.jpg,<image>An image of,photo,An image of a portrait. An image of a title. An image of a title. An image of a title,1,1
../data/test/photo/IMP-1976-06-14-a-i0140.jpg,<image>An image of,photo,An image of a gymnastics class.<|endofchunk|>,1,1
../data/test/photo/IMP-2015-06-19-a-i0017.jpg,<image>An image of,photo,An image of a building.<|endofchunk|>,1,1
../data/test/photo/IMP-2017-05-10-a-i0059.jpg,<image>An image of,photo,An image of a truck. An image of a title. An image of a title. An image of a title,1,1
../data/test/photo/IMP-1944-04-03-a-i0005.jpg,<image>An image of,photo,An image of a tree.<|endofchunk|>,1,1
../data/test/photo/IMP-2010-08-14-a-i0188.jpg,<image>An image of,photo,An image of a couple. An image of a title. An image of a title. An image of a title,1,1
../data/test/photo/LCE-1989-09-22-a-i0018.jpg,<image>An image of,photo,An image of a vineyard.<|endofchunk|>,1,1
../data/test/photo/IMP-1913-07-31-a-i0020.jpg,<image>An image of,photo,An image of a train wreck. An image of a painting. An image of a poster. An image of a,1,1
../data/test/photo/EXP-1967-08-21-a-i0234.jpg,<image>An image of,photo,An image of a race car. An image of a painting. An image of a poster. An image of a,1,1
../data/test/photo/LCE-1970-07-28-a-i0070.jpg,<image>An image of,photo,An image of a person. An image of a person. An image of a person. An image of a person,1,1
../data/test/photo/EXP-2012-06-14-a-i0072.jpg,<image>An image of,photo,An image of a bottle.<|endofchunk|>,1,1
../data/test/photo/JDG-1945-02-16-a-i0075_2.jpg,<image>An image of,photo,An image of a play. An image of a painting. An image of a poem. An image of a poster,1,1
../data/test/photo/IMP-1997-08-09-a-i0216.jpg,<image>An image of,photo,An image of a poster. An image of a title. An image of a title. An image of a title,1,1
../data/test/photo/EXP-1971-12-02-a-i0451.jpg,<image>An image of,photo,An image of a woman. An image of a title. An image of a title. An image of a title,1,1
../data/test/photo/EXP-1971-08-30-a-i0012.jpg,<image>An image of,photo,An image of a person. An image of a person. An image of a person. An image of a person,1,1
../data/test/photo/EXP-1913-03-10-a-i0089.jpg,<image>An image of,photo,An image of a postcard.<|endofchunk|>,1,1
../data/test/photo/GDL-1940-07-31-a-i0068.jpg,<image>An image of,photo,An image of a child. An image of a title. An image of a title. An image of a title,1,1
../data/test/photo/IMP-1972-04-20-a-i0026.jpg,<image>An image of,photo,An image of a performer. An image of a painting. An image of a poster. An image of a sculpture,1,1
../data/test/photo/IMP-1981-01-08-a-i0013.jpg,<image>An image of,photo,An image of a picture.<|endofchunk|>,1,1
../data/test/photo/EXP-1940-12-13-a-i0002.jpg,<image>An image of,photo,An image of a man. An image of a person. An image of a person. An image of a person,1,1
../data/test/photo/EXP-1940-06-14-a-i0005.jpg,<image>An image of,photo,An image of a tank.<|endofchunk|>,1,1
../data/test/photo/EXP-2010-12-02-a-i0036.jpg,<image>An image of,photo,An image of a syringe. An image of a title. An image of a title. An image of a title,1,1
../data/test/photo/EXP-2007-10-16-a-i0176.jpg,<image>An image of,photo,An image of a player. An image of a title. An image of a title. An image of a title,1,1
